quarter_region,province_full,city,year,predicted_eok,actual_eok,abs_error_eok,ape_pct
전남,전라남도,신안군,2023,9088.560719674573,8645.02,443.54071967457276,5.130592175316804
전남,전라남도,여수시,2021,195123.61553965823,196937.06,1813.444460341765,0.9208243792924323
전남,전라남도,여수시,2022,202695.8228052006,196260.46000000002,6435.362805200566,3.278990992480383
전남,전라남도,여수시,2023,200122.23140942384,203449.19,3326.9585905761633,1.6352773832995664
전남,전라남도,영광군,2021,11894.893332543663,11650.74,244.15333254366305,2.0956036487267165
전남,전라남도,영광군,2022,11999.383891163228,11548.96,450.4238911632292,3.9001251295634343
전남,전라남도,영광군,2023,11772.234660855393,11376.01,396.22466085539236,3.4829844634049403
전남,전라남도,영암군,2021,28476.29942521047,27674.43,801.8694252104688,2.897510175315151
전남,전라남도,영암군,2022,28522.03697614081,30115.98,1593.9430238591885,5.292681904620698
전남,전라남도,영암군,2023,30691.923855569592,34467.22,3775.296144430409,10.95329459245744
전남,전라남도,완도군,2021,10962.624199837614,10157.88,804.7441998376144,7.9223637199653325
전남,전라남도,완도군,2022,10538.971241309288,10609.33,70.35875869071242,0.663178152538496
전남,전라남도,완도군,2023,10849.22788458738,10664.949999999999,184.27788458738178,1.7278832492171252
전남,전라남도,장성군,2021,18615.355742467378,17669.82,945.5357424673784,5.351133981372637
전남,전라남도,장성군,2022,18262.264080799017,17681.67,580.5940807990191,3.283593013550299
전남,전라남도,장성군,2023,18113.258890408077,17817.5,295.7588904080767,1.6599348416336563
전남,전라남도,장흥군,2021,8447.326210273479,8061.78,385.5462102734791,4.782395578563036
전남,전라남도,장흥군,2022,8328.137583692333,8545.39,217.25241630766686,2.542334712724251
전남,전라남도,장흥군,2023,8698.031869530465,9046.75,348.718130469535,3.8546232676876784
전남,전라남도,진도군,2021,6447.560014952591,5974.57,472.9900149525911,7.916720616757207
전남,전라남도,진도군,2022,6189.933327016462,6317.81,127.87667298353881,2.024066456312216
전남,전라남도,진도군,2023,6421.468233312732,6445.0599999999995,23.59176668726741,0.3660441747209089
전남,전라남도,함평군,2021,8874.83686996343,8545.52,329.3168699634298,3.853678535225823
전남,전라남도,함평군,2022,8838.585387803269,9061.35,222.76461219673183,2.458404235535895
전남,전라남도,함평군,2023,9243.063885056303,8796.880000000001,446.18388505630173,5.072069700351735
전남,전라남도,해남군,2021,15856.473518774083,16128.460000000001,271.9864812259184,1.6863760162217494
전남,전라남도,해남군,2022,16638.944149203442,15649.49,989.4541492034423,6.322596769629185
전남,전라남도,해남군,2023,15907.481217659639,15738.43,169.0512176596385,1.0741301239045984
전남,전라남도,화순군,2021,17004.13374345165,17721.11,716.9762565483506,4.045887963837201
전남,전라남도,화순군,2022,18352.468003056707,17097.24,1255.2280030567053,7.341699613836533
전남,전라남도,화순군,2023,17452.263603506944,17422.75,29.51360350694449,0.16939692934206418
전북,전북특별자치도,고창군,2021,12093.48961620409,11863.289999999999,230.1996162040905,1.9404365585271077
전북,전북특별자치도,고창군,2022,12262.980085806275,11764.76,498.22008580627516,4.234851249037593
전북,전북특별자치도,고창군,2023,11972.8812914531,11904.04,68.84129145309998,0.5783019164342524
전북,전북특별자치도,군산시,2021,86293.91281142457,88292.98,1999.0671885754273,2.264129253056616
전북,전북특별자치도,군산시,2022,91270.14689490227,88733.45000000001,2536.6968949022557,2.858783125081078
전북,전북특별자치도,군산시,2023,90673.28539950958,86284.81,4388.475399509582,5.086034725590265
전북,전북특별자치도,김제시,2021,25744.49748900768,25987.39,242.89251099231842,0.9346552731625548
전북,전북특별자치도,김제시,2022,26811.928624469998,26360.89,451.03862446999847,1.7110144022830736
전북,전북특별자치도,김제시,2023,26894.117466942436,25802.01,1092.107466942438,4.232644925501687
전북,전북특별자치도,남원시,2021,15773.228431504918,15730.07,43.15843150491855,0.2743689729601874
전북,전북특별자치도,남원시,2022,16272.039542287897,15495.439999999999,776.5995422878987,5.011794065143673
전북,전북특별자치도,남원시,2023,15816.567749424166,15680.25,136.31774942416632,0.869359540977767
전북,전북특별자치도,무주군,2021,6080.954761943744,5917.2300000000005,163.72476194374394,2.766915633560702
